PLAYER_ID,PLAYER_NAME
1630163,LaMelo Ball
1630205,Lamar Stevens
1629013,Landry Shamet
1626204,Larry Nance Jr.
1628374,Lauri Markkanen
2544,LeBron James
1631159,Leonard Miller
1631311,Lester Quinones
1641857,Liam Robbins
1630322,Lindy Waters III
1629022,Lonnie Walker IV
1628366,Lonzo Ball
1629652,Luguentz Dort
1629029,Luka Dončić
1630568,Luka Garza
1628379,Luke Kennard
1628436,Luke Kornet
1631247,Luke Travers
1630644,Mac McClung
1630201,Malachi Flynn
1631103,Malaki Branham
1627763,Malcolm Brogdon
1642502,Malevy Leons
1627736,Malik Beasley
1628370,Malik Monk
1630699,MarJon Beauchamp
1630542,Marcus Bagley
1630585,Marcus Garrett
1631204,Marcus Sasser
203935,Marcus Smart
1631109,Mark Williams
1628365,Markelle Fultz
202693,Markieff Morris
1628963,Marvin Bagley III
1630222,Mason Jones
203486,Mason Plumlee
1641824,Matas Buzelis
1629680,Matisse Thybulle
1630346,Matt Ryan
1631108,Max Christie
1629622,Max Strus
1628467,Maxi Kleber
1641721,Maxwell Lewis
1630695,Micah Potter
1629008,Michael Porter Jr.
1628969,Mikal Bridges
201144,Mike Conley
1628970,Miles Bridges
1630540,Miles McBride
1641936,Miles Norris
1629011,Mitchell Robinson
1628964,Mo Bamba
1628420,Monté Morris
1629021,Moritz Wagner
1629650,Moses Brown
1630541,Moses Moody
1631243,Mouhamed Gueye
1631217,Moussa Diabate
1626167,Myles Turner
1642368,N'Faly Dante
1641772,Nae'Qwan Tomlin
1630230,Naji Marshall
1631466,Nate Williams
1629675,Naz Reid
1629674,Neemias Queta
1629651,Nic Claxton
1630208,Nick Richards
1641733,Nick Smith Jr.
1629638,Nickeil Alexander-Walker
201587,Nicolas Batum
203999,Nikola Jokić
1631107,Nikola Jović
202696,Nikola Vučević
1641730,Noah Clowney
1626181,Norman Powell
1628384,OG Anunoby
1630167,Obi Toppin
1630534,Ochai Agbaji
1641765,Olivier-Maxence Prosper
1630168,Onyeka Okongwu
1631115,Orlando Robinson
1631131,Oscar Tshiebwe
1629052,Oshae Brissett
1642345,Oso Ighodaro
1631172,Ousmane Dieng
200782,P.J. Tucker
1629023,P.J. Washington
1628408,PJ Dozier
1641790,PJ Hall
1642359,Pacôme Dadiet
1631094,Paolo Banchero
1627783,Pascal Siakam
1626192,Pat Connaughton
1630311,Pat Spencer
1631116,Patrick Baldwin Jr.
1630172,Patrick Williams
201988,Patty Mills
202331,Paul George
1630194,Paul Reed
1630202,Payton Pritchard
1641796,Pelle Larsson
1631250,Pete Nance
1631212,Peyton Watson
1630762,Phillip Wheeler
1630173,Precious Achiuwa
1629656,Quentin Grimes
1631245,Quenton Jackson
1642439,Quincy Olivari
1642366,Quinten Post
1629628,RJ Barrett
1642484,RayJ Dennis
1641712,Rayan Rupert
1641736,Reece Beekman
1642263,Reed Sheppard
202704,Reggie Jackson
1626158,Richaun Holmes
1641741,Ricky Council IV
1642434,Riley Minix
1642265,Rob Dillingham
1629057,Robert Williams III
1631199,Ron Harper Jr.
1641842,Ronald Holland II
1626220,Royce O'Neale
203497,Rudy Gobert
1629060,Rui Hachimura
201566,Russell Westbrook
1642346,Ryan Dunn
1631157,Ryan Rollins
1630573,Sam Hauser
1630241,Sam Merrill
1630572,Sandro Mamukelashvili
1630583,Santi Aldama
1630703,Scoot Henderson
1630567,Scottie Barnes
1630590,Scotty Pippen Jr.
203552,Seth Curry
1631101,Shaedon Sharpe
1628983,Shai Gilgeous-Alexander
1629003,Shake Milton
1631321,Sidy Cissoko
1631323,Simone Fontecchio
1627746,Skal Labissiere
203915,Spencer Dinwiddie
1642461,Spencer Jones
1630649,Stanley Umude
201939,Stephen Curry
1642264,Stephon Castle
203500,Steven Adams
1629004,Svi Mykhailiuk
204456,T.J. McConnell
201959,Taj Gibson
1629659,Talen Horton-Tucker
1631106,Tari Eason
1627752,Taurean Prince
1641707,Taylor Hendricks
1631386,Taze Moore
1629611,Terance Mann
1629056,Terence Davis
1630545,Terrence Shannon Jr.
1626179,Terry Rozier
1630678,Terry Taylor
1628418,Thomas Bryant
1642275,Tidjane Salaün
203501,Tim Hardaway Jr.
202699,Tobias Harris
1642449,Tolu Smith
1628396,Tony Bradley
1628470,Torrey Craig
1641787,Tosan Evbuomwan
1641739,Toumani Camara
1629027,Trae Young
1631218,Trayce Jackson-Davis
1630200,Tre Jones
1630544,Tre Mann
1630570,Trendon Watford
1642280,Trentyn Flowers
1630243,Trevelin Queen
1641725,Trey Alexander
1641998,Trey Jemison III
1626168,Trey Lyles
1630530,Trey Murphy III
202684,Tristan Thompson
1641774,Tristan Vukcevic
1641783,Tristan da Silva
1641803,Tristen Newton
1629660,Ty Jerome
1631102,TyTy Washington Jr.
1629639,Tyler Herro
1642278,Tyler Kolek
1641890,Tyler Smith
1630169,Tyrese Haliburton
1631213,Tyrese Martin
1630178,Tyrese Maxey
1630623,Tyson Etienne
1626145,Tyus Jones
1642279,Ulrich Chomche
203995,Vasilije Micić
1641705,Victor Wembanyama
1631246,Vince Williams Jr.
1628427,Vlatko Čančar
1630249,Vít Krejčí
1631117,Walker Kessler
1628976,Wendell Carter Jr.
1631111,Wendell Moore Jr.
1630214,Xavier Tillman
1642530,Yuki Kawamura
1641879,Yuri Collins
1642274,Yves Missi
1642258,Zaccharie Risacher
1628380,Zach Collins
1641744,Zach Edey
203897,Zach LaVine
1630192,Zeke Nnaji
1630533,Ziaire Williams
1629627,Zion Williamson
1642389,Zyon Pullin
